Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
ALBA Robot,,VIA VINCENO VELA 35,TORINO,"C2 - Cybersecurity / Blockchain / IoT / Robotics, CDP 2",,albarobot,,"ALBA Robot is a startup founded in 2019 in Turin, Italy. It provides an end-to-end B2B micro-mobility platform for transporting people at low speeds even in very crowded indoor environments or on pedestrian areas using fleets of autonomous electric vehicles, with autonomous mobile robot (AMR) technology. The company offers services to major facilities - like airports, hospitals, and museums- to help transport passengers with reduced mobility (PRM) using autonomous vehicle fleets.
- Developed a voice-command autonomous wheelchair prototype in collaboration with leading tech firms like STMicroelectronics, Amazon Alexa, and United Technologies Research Center
- Already tested in airports and recognized as the best AMR (Autonomous Mobile Robot) platform for autonomous navigation",No,,Andrea Bertaia,2019,Between 5M and 15M,,Hardware & Robotics,"September 24, 2025 1:33 AM",,,DB%20Companies/Albalogo.png,DB%20Companies/Alba_Robot.pdf,12200140015,Andrea Bertaia (https://www.notion.so/Andrea-Bertaia-27265d57c00980d4a3bfe1920844e26a?pvs=21),,2-SF,,,,"CDP 2, SMEs Traction",TO,Piedmont,,Andrea Bertaia,https://www.linkedin.com/in/andrea-bertaia/,,,,https://www.alba-robot.com/it,10128
It’s Prodigy,,VIA MONTENAPOLEONE 8,MILANO,C1 - AI / Metaverse / Culture & Creativity,,it’sprodigy,,"DataProdigy is a platform that targets managers, supports them in the rapid generation of business intelligence reports without using BI or Excel files. Using a Big Data engine and Artificial Intelligence, DataProdigy is able to use human language: it turns every question into a reporting call and immediately creates a new business report. DataProdigy drastically reduces time and costs by supporting management in the entire approval process of each report.It is a customizable product that can connect with all enterprise platforms (SalesForce, Sap, Google Cloud, Oracle, AWS, etc.) and generate intuitive reports in a short time. ",No,,Sano Musab Hijazi,2017,<1M (undisclosed),,AI,"October 23, 2024 10:02 PM",,,,DB%20Companies/ItsProdigy_CompanySummary.pdf,10046450960,Sano Musab Hijazi (https://www.notion.so/Sano-Musab-Hijazi-59f13e2e645343b188985be42557c41f?pvs=21),Milano,2-SF,,,,Startup Acceleration,MI,Lombardy,,Sano Musab Hijazi,,,,,www.dataprodigy.io,20121
Notarify,,VIA VANNETTI 8,ROVERETO,C2 - Cybersecurity / Blockchain / IoT / Robotics,,notarify,,"Blockchain company specialized in authentication of data, documents, signatures and digital identity",No,,Federico Monti,2018,Between 1M and 5M,,Blockchain,"October 23, 2024 10:20 PM",,,,DB%20Companies/Notarify_One_Pager.pdf,02524420227,Federico Monti (https://www.notion.so/Federico-Monti-5f5c963b364246c08d3ae5dd1e78fb17?pvs=21),,2-SF,,,,SMEs Traction,TN,Trentino-South Tyrol,,Federico Monti,,,,,https://notarify.io/,38068
Nextome,,VIA SAN FRANCESCO 31,CONVERSANO,C1 - AI / Metaverse / Culture & Creativity,,nextome,,"Development of advanced real-time localization, monitoring and tracking technologies for the safety, productivity and efficiency of production and logistics processes of complex companies and organizations.",No,,"Domenico Colucci,Vincenzo Dentamaro",2013,Between 0 and 500k,,Other,"October 23, 2024 10:18 PM",,,,DB%20Companies/Nextome_Company_Summary.pdf,07546950721,"Domenico Colucci (https://www.notion.so/Domenico-Colucci-f19641f8d42946ee97205ac45a24b146?pvs=21), Vincenzo Dentamaro (https://www.notion.so/Vincenzo-Dentamaro-ce049cab4b244081b6b9ab4f0aa2bf49?pvs=21)",,2-SF,,,,SMEs Traction,BA,Apulia,,"Domenico Colucci,Vincenzo Dentamaro","https://www.linkedin.com/in/coluccidomenico/,https://www.linkedin.com/in/vincenzodentamaro/",,,,http://www.nextome.com/,70014
Scen,,VIA COLOMBARA DI VIGNANO 13,MUGGIA,C2 - Cybersecurity / Blockchain / IoT / Robotics,,scen,,"EMS/ODM specialized in MicroElectronics with over 10,000 projects with international research institutes and companies in various industries.",No,,Francesco Sampognaro,2006,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:28 PM",,,,DB%20Companies/Scen_One_Pager.pdf,01114100322,Francesco Sampognaro (https://www.notion.so/Francesco-Sampognaro-4a3e919f7f5d451faeb895a48b2f4dfb?pvs=21),Trieste,2-SF,,,,SMEs Traction,TS,Friuli-Venezia Giulia,,Francesco Sampognaro,,,,,www.scen.it,34015
Trainect,,VIA CALATAFIMI 21,ROMA,C2 - Cybersecurity / Blockchain / IoT / Robotics,,trainect,,"A platform which contains video, podcasts and blog content that allow every user to increase its wellbeing by engaging employees through gamification",No,,"Simone Proietti Timperi,Alberto Ronco",2020,Between 0 and 500k,,HR Tech,"March 18, 2026 6:25 PM",,,,DB%20Companies/Trainect_One_Pager.pdf,15691841009,"Simone Proietti Timperi (https://www.notion.so/Simone-Proietti-Timperi-34361b89c9da4e39a9788e5f2f147970?pvs=21), Alberto Ronco (https://www.notion.so/Alberto-Ronco-290d1c0a8a934189bab25e220085c81d?pvs=21)",Roma,2-SF,,,,Startup Bootcamp,RM,Latium,,"Simone Proietti Timperi,Alberto Ronco",,,,,www.trainect.it,00185
NIDO Unmanned Box System,,LARGO FELICE CAVALLOTTI 5,VITTORIO VENETO,C2 - Cybersecurity / Blockchain / IoT / Robotics,,nidounmannedboxsystem,,"NIDO System: fully autonomous drone-in-a-box solution with 3D geospatial engine, extended reality UI, 5G/satellite connectivity.",No,,"Giacomo Cavasin,Daniele Mion",2015,<1M (undisclosed),,Hardware & Robotics,"October 23, 2024 10:18 PM",,,,DB%20Companies/Nido_One_Pager.pdf,04769580269,"Giacomo Cavasin (https://www.notion.so/Giacomo-Cavasin-96c45212a24a41bf89e45e9bc85756a2?pvs=21), Daniele Mion (https://www.notion.so/Daniele-Mion-61817946a7ba49b4877dd3dbe568218d?pvs=21)",Treviso,2-SF,,,,SMEs Traction,TV,Veneto,,"Giacomo Cavasin,Daniele Mion",,,,,https://www.nido-system.com/,31029
Wearable Robotics,,"VIA GIOVANNI GUIDICCIONI 1 3
  GHEZ",SAN GIULIANO TERME,C1 - AI / Metaverse / Culture & Creativity,,wearablerobotics,,Development and commercialization of robotic exoskeletons declined from a unique and proprietary technological platform to be used for neurological rehabilitation and manual handling of industrial loads.,No,,"Fabio Piazza,Elena Lencioni,Lucia Lencioni",2014,Between 1M and 5M,,Hardware & Robotics,"October 23, 2024 10:33 PM",,,,DB%20Companies/Wearable_Robot_CompanySummary.pdf,02125240503,"Fabio Piazza (https://www.notion.so/Fabio-Piazza-cda5eaabe8e9440eadecbbb60c0a0438?pvs=21), Elena Lencioni (https://www.notion.so/Elena-Lencioni-ad5310756bf74b298e5d693146b48fc8?pvs=21), Lucia Lencioni (https://www.notion.so/Lucia-Lencioni-f0112e13fa03436993dc38c7e38b846d?pvs=21)","Pisa, Monaco",2-SF,,,,SMEs Traction,PI,Tuscany,,"Fabio Piazza,Elena Lencioni,Lucia Lencioni",https://www.linkedin.com/in/lucia-lencioni-1a60b486/,,,,www.wearable-robotics.com,56017
Pragma Etimos,,VIA MILAZZO 2,LATINA,C2 - Cybersecurity / Blockchain / IoT / Robotics,,pragmaetimos,,Improving our customers’ efficiency and data security through a computer vision suite of tools,No,,"Gaetano Lo Presti,Daniele Rubiu",2015,<1M (undisclosed),,Computer Vision,"October 23, 2024 10:23 PM",,,,DB%20Companies/Pragma_Etimos_One_Pager.pdf,02838170591,"Gaetano Lo Presti (https://www.notion.so/Gaetano-Lo-Presti-b7922548274c43b18af0807c9ee6b994?pvs=21), Daniele Rubiu (https://www.notion.so/Daniele-Rubiu-9033ba7fe8904204bb858b815f365712?pvs=21)",Aprilia (LT),2-SF,,,,SMEs Traction,LT,Latium,,"Gaetano Lo Presti,Daniele Rubiu",,,,,https://pragmaetimos.com/,04100
Sigma Ingegneria,,"VIA PROVINCIALE DI S ALESSIO
  1957",LUCCA,C1 - AI / Metaverse / Culture & Creativity,,sigmaingegneria,,"The company offers mechatronic design, prototyping and small series production services.Products:- specific products for the footwear sector for worker safety issues;- services related to industrial monitoring and precision agriculture.",No,,"Lorenzo Giannini,Simone Giusti",2004,<1M (undisclosed),,AgriTech,"October 23, 2024 10:29 PM",,,,DB%20Companies/Sigma_Ingegneria_Summary.pdf,01690840507,"Lorenzo Giannini (https://www.notion.so/Lorenzo-Giannini-27f53f330d304281855f211172ce77c7?pvs=21), Simone Giusti (https://www.notion.so/Simone-Giusti-b8aac6091e754a4d8555e2eee7344b1c?pvs=21)",,2-SF,,,,SMEs Traction,LU,Tuscany,,"Lorenzo Giannini,Simone Giusti","https://www.linkedin.com/in/lorenzogiannini/,https://www.linkedin.com/in/simone-giusti-618a99a3/",,,,www.sigmaingegneria.com,55100
Social Thingum,,VIA BATTISTA DE ROLANDI 1,MILANO,C1 - AI / Metaverse / Culture & Creativity,,socialthingum,,"It offers original and customized solutions in the fields of Machine Learning, Big Data Analytics, IoT, Smart Living, Recommender System and WEB 4.0.Product: WhoTeach, Digital Learning Platform B2B, which helps educational institutions and enterprises to create and deliver high quality online courses:1) AI supports teachers in creating from the beginning or updating online courses in a personalized way;2) Complete and totally customizable technological infrastructure.",No,,Francesco Epifania,2015,<1M (undisclosed),,Edutech,"October 23, 2024 10:30 PM",,,,DB%20Companies/Social_Things_Company_Summary.pdf,08941810965,Francesco Epifania (https://www.notion.so/Francesco-Epifania-8bc083c963794b14b137f7bdf8f999d1?pvs=21),Milano,2-SF,,,,SMEs Traction,MI,Lombardy,,Francesco Epifania,https://www.linkedin.com/in/francescoepifania/,,,,https://www.socialthingum.it/en,20156
Huna,,VIA MACEDONIO MELLONI 8,MILANO,C2 - Cybersecurity / Blockchain / IoT / Robotics,,huna,,"Huna is the smart city partner for utilities, local governments & many other players, to make street lighting & buildings more efficient, through Digital & IoT.",No,,Alberto Ferrari,2018,<1M (undisclosed),,Green Energy,"March 18, 2026 6:25 PM",,,,DB%20Companies/Huna_One_Pager.pdf,10519220965,Alberto Ferrari (https://www.notion.so/Alberto-Ferrari-e84791ea574d4777aed0b85b289941b7?pvs=21),,2-SF,,,,Startup Bootcamp,MI,Lombardy,,Alberto Ferrari,,,,,https://huna.io/,20129
Robosan,,VIA GABRIELE JANNELLI 45/C,NAPOLI,C2 - Cybersecurity / Blockchain / IoT / Robotics,,robosan,,Robosan is a startup company which aims to increase efficiency and safety in the pre-analytical phase of medicine laboratory through modular robotic systems placed directly inside sampling points.,No,,"Vittorio Trifari,Stanislao Grazioso",2022,Between 500k and 1M,,Life Sciences,"November 12, 2024 9:09 PM",,,,DB%20Companies/Robosan_One_Pager.pdf,10089781214,"Vittorio Trifari (https://www.notion.so/Vittorio-Trifari-35f85048695a4802bc34a2f26d570e2b?pvs=21), Stanislao Grazioso (https://www.notion.so/Stanislao-Grazioso-6e4601b279574ce0a5e2930ee1b834aa?pvs=21)",Napoli,2-SF,,,,Startup Bootcamp,NA,Campania,,"Vittorio Trifari,Stanislao Grazioso",,9,,"€550,000.00",www.robosan.it,80131
Ticketoo,,VIA OSLAVIA 39/B,ROMA,C2 - Cybersecurity / Blockchain / IoT / Robotics,,ticketoo,,The Community-driven marketplace to sell and buy events tickets fan to fan.,No,,"Simone Serani,Andrea Giorgi",2022,Between 500k and 1M,,Other,"November 12, 2024 9:04 PM",,,,DB%20Companies/Ticketoo_One_Pager.pdf,16517571002,"Simone Serani (https://www.notion.so/Simone-Serani-83932cd94763434f848225a45cc9f5f7?pvs=21), Andrea Giorgi (https://www.notion.so/Andrea-Giorgi-bb2902f55c4b4adfbcf8f436369c1b11?pvs=21)",Roma,2-SF,,,,Startup Bootcamp,RM,Latium,,"Simone Serani,Andrea Giorgi",,7,,"€650,000.00",https://ticketoo.it/,00195
Kulto,,"C DA PIANCERRETO E RUOTE FINO
  SNC ",CASTILENTI,C2 - Cybersecurity / Blockchain / IoT / Robotics,,kulto,,"Kulto is developing an algorithm capable of optimizing production in indoor cultivations for the production of pharmaceutical-grade CBD cannabis flowers. ",No,,"Lucio Boschi,Luca Dello Russo",2022,<1M (undisclosed),,AgriTech,"October 23, 2024 10:04 PM",,,,DB%20Companies/Kulto_One_Pager.pdf,02125820676,"Lucio Boschi (https://www.notion.so/Lucio-Boschi-be6262dc44ff42578db7aea99541e2f1?pvs=21), Luca Dello Russo (https://www.notion.so/Luca-Dello-Russo-040670fa63f1438bbd67669384aaf565?pvs=21)",Montesilvano (PE),2-SF,,,,Startup Bootcamp,TE,Abruzzo,,"Lucio Boschi,Luca Dello Russo",,,,,www.kultolab.com,64035
Hercle,,VIA SOLARI 19,MILANO,C1 - AI / Metaverse / Culture & Creativity,,hercle,,"Hercle developed a technology infrastructure and AI algorithms to provide access to the digital assets and metaverse market dedicated to financial services, corporate, and fintech start-ups.",No,,"Gabriele Sabbatini,Arturo Schembri",2019,Between 1M and 5M,,Web3,"October 23, 2024 10:00 PM",,,,,10942550962,"Gabriele Sabbatini (https://www.notion.so/Gabriele-Sabbatini-85dee6a96a814aa0a0121bbdf687604c?pvs=21), Arturo Schembri (https://www.notion.so/Arturo-Schembri-086b586898dd4f5ab8a8a445825f50d1?pvs=21)",,2-SF,,,,Startup Acceleration,MI,Lombardy,,"Gabriele Sabbatini,Arturo Schembri",,,,,https://hercle.financial/,20144
ABzero,,VIA GIUSEPPE GAMBINI 3,PISA,C1 - AI / Metaverse / Culture & Creativity,,abzero,,"ABzero developed the first system that provides a specialized transport service for delicate and high-value products (like blood, organs, tissued, biological samples) that require quality assurance monitoring. Our solution provides: cutting of delivery time up to 80%; cost savings over 28%; real-time monitoring and control of transport conditions even in extremely conditions; 24/7 service with no delays due to transporter’s unavailability; access to remote areas; 10kg loading capacity for 20 blood bags at once; CO2 emissions reduction by 44 tons/million people; and adaptable to demand surge in case of emergency/epidemiological outbreak.",No,,"Giuseppe Tortora,Anna Buscemi",2017,Between 0 and 500k,,Medical Device,"October 23, 2024 9:13 PM",,,,DB%20Companies/ABZero_summary.pdf,02249730504,"Giuseppe Tortora (https://www.notion.so/Giuseppe-Tortora-ac657805b5084a03b65ab06ac264f632?pvs=21), Anna Buscemi (https://www.notion.so/Anna-Buscemi-d55b41f823c04af5a0ef97ca3ef3d6b5?pvs=21)",Pisa,2-SF,,,,Startup Acceleration,PI,Tuscany,,"Giuseppe Tortora,Anna Buscemi",,,,,https://www.abzero.it/,56124
Astrakode,,CORSO GABRIELE MANTHONE' 69,PESCARA,C2 - Cybersecurity / Blockchain / IoT / Robotics,,astrakode,,"AstraKode supports the adoption of blockchain technology in the enterprise environment via AKB, its low-code platform for blockchain development.",No,,"Diana Levytska,Damiano D’Amici",2021,Between 0 and 500k,,Blockchain,"October 23, 2024 9:17 PM",,,,DB%20Companies/Astrakode_One_Pager.pdf,02324530688,"Diana Levytska (https://www.notion.so/Diana-Levytska-ee9c4287682c4a2aaabc32de232911d3?pvs=21), Damiano D’Amici (https://www.notion.so/Damiano-D-Amici-93e30f2bb642408fa55fd211cc5fd17d?pvs=21)",Roma,2-SF,,,,SMEs Traction,PE,Abruzzo,,"Diana Levytska,Damiano D’Amici",,,,,https://astrakode.tech/,65127
Digital Forest,,VIA CADOLINI N 30,MILANO,C2 - Cybersecurity / Blockchain / IoT / Robotics,,digitalforest,,Software house that organizes events and training activities with the web platform OAK-EVENTS.COM,No,,Roberto Vergani,2012,Between 0 and 500k,,Other,"November 12, 2024 9:03 PM",,,,DB%20Companies/Digital_Forest_One_Pager.pdf,07798480963,Roberto Vergani (https://www.notion.so/Roberto-Vergani-88aca1edb9bf4c32bdc55a3c62573e79?pvs=21),Milano,2-SF,,,,SMEs Traction,MI,Lombardy,,Roberto Vergani,,5,,"€300,000.00",https://www.digitalforest.it/,20137
Tiwi,,VIALE PIAVE 4/H,REGGIO NELL'EMILIA,C1 - AI / Metaverse / Culture & Creativity,,tiwi,,"Creative studio that operates in the production chain of audiovisual and interactive content.Editorial production studio, production of original content for television, aimed at dissemination of art and culture. TIWI also operates with its own publishing brand ""minibombo"", each publisher for the pre-school age range.",No,,"Nicola Bigi,Federico Riboldazzi",2009,<1M (undisclosed),,Other,"October 23, 2024 10:31 PM",,,,DB%20Companies/Tiwi_CompanySummary.pdf,02367390354,"Nicola Bigi (https://www.notion.so/Nicola-Bigi-a7b89ac7174e477cb36d490f2d8d14e4?pvs=21), Federico Riboldazzi (https://www.notion.so/Federico-Riboldazzi-7aca806f10e0434395fb5416c259e7e9?pvs=21)",,2-SF,,,,SMEs Traction,RE,Emilia-Romagna,,"Nicola Bigi,Federico Riboldazzi","https://www.linkedin.com/in/nicolabigi/,https://www.linkedin.com/in/federicoriboldazzi/",,,,www.tiwi.it,42121
Must Had,,VIA SALUZZO 29,TORINO,C2 - Cybersecurity / Blockchain / IoT / Robotics,,musthad,,The platform giving companies’ textile waste a second chance.,No,,"Matteo Aghemo,Eugenio Riganti",2021,Between 0 and 500k,,CleanTech,"October 23, 2024 10:16 PM",,,,DB%20Companies/Must_Had_One_Pager.pdf,12395570018,"Matteo Aghemo (https://www.notion.so/Matteo-Aghemo-d9c1842580d54eb9a61cb93807b900cd?pvs=21), Eugenio Riganti (https://www.notion.so/Eugenio-Riganti-97b96d2fbe684cedbf6d75208e56562d?pvs=21)",Milano,2-SF,,,,Startup Bootcamp,TO,Piedmont,,"Matteo Aghemo,Eugenio Riganti",,,,,https://musthad.com/,10125
SaferPlaces,,"PIAZZA
  MALATESTA 21",RIMINI,C3 - Startup Bootcamp,,saferplaces,,"We developed a revolutionary cloud-based global platform: SaferPlaces, integrating climate, geospatial and satellite data with AI-based flood hazard and damage models, to create a digital twin of any city worldwide, providing quick and easy access to flood intelligence to a variety of stakeholders.",No,,"Francesca Renzi,Paride Ferrante,Stefano Bagli",2023,Bootstrapped,,ClimateTech,"November 12, 2024 9:09 PM",,,,DB%20Companies/SaferPlaces_One_Pager.pdf,04677710404,"Francesca Renzi (https://www.notion.so/Francesca-Renzi-8bb24f54b945425bbbe852ce5984e878?pvs=21), Paride Ferrante (https://www.notion.so/Paride-Ferrante-97a42e34ed4b4bab9ccb6ef04cce6c52?pvs=21), Stefano Bagli (https://www.notion.so/Stefano-Bagli-c2bea2a72c00428aa166f04d958e7839?pvs=21)","Barcellona,Milano,Rimini",2-SF,,,,Startup Acceleration,RN,Emilia-Romagna,,"Francesca Renzi,Paride Ferrante,Stefano Bagli","https://www.linkedin.com/in/paride-ferrante-495646163/?originalSubdomain=it,https://www.linkedin.com/in/stegeco/",6,,€0.00,http://www.saferplaces.co/,47923
